,unix,symbol,open,high,low,close,Volume USD
0,2021-01-20 00:00:00,ETH/USD,1368.05,1402.68,1356.06,1400.23,1803654.87
1,2021-01-19 23:00:00,ETH/USD,1410.69,1415.84,1366.88,1369.62,4711547.4
2,2021-01-19 22:00:00,ETH/USD,1410.0,1425.71,1395.11,1410.94,4696847.32
3,2021-01-19 21:00:00,ETH/USD,1384.76,1422.0,1383.38,1410.42,10966742.18
4,2021-01-19 20:00:00,ETH/USD,1360.04,1388.78,1351.59,1384.24,5827660.95
5,2021-01-19 19:00:00,ETH/USD,1367.0,1381.75,1333.08,1358.29,12115236.83
6,2021-01-19 18:00:00,ETH/USD,1416.0,1416.0,1365.0,1367.0,11530621.38
7,2021-01-19 17:00:00,ETH/USD,1423.28,1432.81,1411.33,1416.3,5603480.27
8,2021-01-19 16:00:00,ETH/USD,1416.13,1439.16,1406.79,1423.62,9468936.64
9,2021-01-19 15:00:00,ETH/USD,1407.27,1416.3,1384.06,1414.97,8219750.16
10,2021-01-19 14:00:00,ETH/USD,1419.5,1424.92,1398.52,1407.3,5779274.22
11,2021-01-19 13:00:00,ETH/USD,1390.51,1421.84,1390.44,1419.25,10920434.72
12,2021-01-19 12:00:00,ETH/USD,1432.01,1440.0,1376.94,1388.09,18434197.73
13,2021-01-19 11:00:00,ETH/USD,1386.06,1435.13,1383.43,1430.09,17455963.91
14,2021-01-19 10:00:00,ETH/USD,1381.91,1395.0,1365.0,1386.41,11769839.68
15,2021-01-19 09:00:00,ETH/USD,1377.36,1398.82,1372.67,1381.16,9086059.85
16,2021-01-19 08:00:00,ETH/USD,1377.04,1392.14,1365.23,1377.36,9500712.35
17,2021-01-19 07:00:00,ETH/USD,1331.81,1384.22,1325.51,1374.74,17773963.89
18,2021-01-19 06:00:00,ETH/USD,1323.0,1342.56,1320.31,1331.91,10661136.04
19,2021-01-19 05:00:00,ETH/USD,1306.9,1329.36,1305.83,1322.54,9858486.29
